CODGEO,Libellé commune ou ARM,Région,Département,École maternelle,École maternelle avec cantine,École maternelle appartenant à un EP,École maternelle en RPIC,École maternelle de RPI dispersé,École maternelle de RPI dispersé avec cantine,École maternelle en RPIC appartenant à un EP,École élémentaire,École élémentaire avec cantine,École élémentaire avec classe pré-élémentaire,École élémentaire appartenant à un EP,École élémentaire en RPIC,École élémentaire de RPI dispersé,École élémentaire de RPI dispersé avec cantine,École élémentaire de RPI dispersé avec École pré-élémentaire,École élémentaire de RPI dispersé appartenant à un EP
42216,Saint-Denis-sur-Coise,84,42,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
42217,Saint-Didier-sur-Rochefort,84,42,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
42218,Saint-Étienne,84,42,35,31,17,0,0,0,0,67,57,32,19,0,0,0,0,0
42219,Saint-Étienne-le-Molard,84,42,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
42220,Saint-Forgeux-Lespinasse,84,42,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
42221,Sainte-Foy-Saint-Sulpice,84,42,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
42222,Saint-Galmier,84,42,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0
42223,Saint-Genest-Lerpt,84,42,1,1,0,0,0,0,0,2,2,1,0,0,0,0,0,0
42224,Saint-Genest-Malifaux,84,42,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0
42225,Genilac,84,42,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0
42226,Saint-Georges-de-Baroille,84,42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
42227,Saint-Georges-en-Couzan,84,42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
42228,Saint-Georges-Haute-Ville,84,42,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
42229,Saint-Germain-la-Montagne,84,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42230,Saint-Germain-Laval,84,42,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0
42231,Saint-Germain-Lespinasse,84,42,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0
42232,Saint-Haon-le-Châtel,84,42,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
42233,Saint-Haon-le-Vieux,84,42,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
42234,Saint-Héand,84,42,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0
42235,Saint-Hilaire-Cusson-la-Valmitte,84,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42236,Saint-Hilaire-sous-Charlieu,84,42,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
42237,Saint-Jean-Bonnefonds,84,42,2,0,0,0,0,0,0,4,4,2,0,0,0,0,0,0
42238,Saint-Jean-la-Vêtre,84,42,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
42239,Saint-Jean-Saint-Maurice-sur-Loire,84,42,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
42240,Saint-Jean-Soleymieux,84,42,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
42241,Saint-Jodard,84,42,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
42242,Saint-Joseph,84,42,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
42243,Saint-Julien-d'Oddes,84,42,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
42245,Saint-Julien-la-Vêtre,84,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42246,Saint-Julien-Molin-Molette,84,42,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
42247,Saint-Just-en-Bas,84,42,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
42248,Saint-Just-en-Chevalet,84,42,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0
42249,Saint-Just-la-Pendue,84,42,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
42251,Saint-Laurent-la-Conche,84,42,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
42252,Saint-Laurent-Rochefort,84,42,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
42253,Saint-Léger-sur-Roanne,84,42,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
42254,Saint-Marcel-de-Félines,84,42,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
42255,Saint-Marcel-d'Urfé,84,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42256,Saint-Marcellin-en-Forez,84,42,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
42257,Saint-Martin-d'Estréaux,84,42,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
42259,Saint-Martin-la-Plaine,84,42,1,1,0,0,0,0,0,2,2,1,0,0,0,0,0,0
42260,Saint-Martin-la-Sauveté,84,42,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0
42261,Saint-Martin-Lestra,84,42,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0
42262,Saint-Maurice-en-Gourgois,84,42,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
42264,Saint-Médard-en-Forez,84,42,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
42265,Saint-Michel-sur-Rhône,84,42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
42266,Saint-Nizier-de-Fornas,84,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42267,Saint-Nizier-sous-Charlieu,84,42,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0
42268,Saint-Paul-de-Vézelin,84,42,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
42269,Saint-Paul-d'Uzore,84,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42270,Saint-Paul-en-Cornillon,84,42,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
42271,Saint-Paul-en-Jarez,84,42,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0
42272,Saint-Pierre-de-Boeuf,84,42,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
42273,Saint-Pierre-la-Noaille,84,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42274,Saint-Polgues,84,42,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
42275,Saint-Priest-en-Jarez,84,42,1,1,0,0,0,0,0,3,3,2,0,0,0,0,0,0
42276,Saint-Priest-la-Prugne,84,42,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
42277,Saint-Priest-la-Roche,84,42,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
42278,Saint-Priest-la-Vêtre,84,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42279,Saint-Just-Saint-Rambert,84,42,5,3,0,0,0,0,0,4,3,1,0,0,0,0,0,0
42280,Saint-Régis-du-Coin,84,42,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
42281,Saint-Rirand,84,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42282,Saint-Romain-d'Urfé,84,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42283,Saint-Romain-en-Jarez,84,42,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0
42284,Saint-Romain-la-Motte,84,42,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
42285,Saint-Romain-le-Puy,84,42,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
42286,Saint-Romain-les-Atheux,84,42,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
42287,Saint-Sauveur-en-Rue,84,42,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0
42288,Saint-Sixte,84,42,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
42289,Saint-Symphorien-de-Lay,84,42,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0
42290,Saint-Thomas-la-Garde,84,42,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
42291,Saint-Thurin,84,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42293,Saint-Victor-sur-Rhins,84,42,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
42294,Saint-Vincent-de-Boisset,84,42,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
42295,Les Salles,84,42,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
42296,Salt-en-Donzy,84,42,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
42297,Salvizinet,84,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42298,Sauvain,84,42,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
42299,Savigneux,84,42,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
42300,Sevelinges,84,42,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
42301,Soleymieux,84,42,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0
42302,Sorbiers,84,42,2,0,0,0,0,0,0,6,3,4,0,0,0,0,0,0
42303,Souternon,84,42,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
42304,Sury-le-Comtal,84,42,2,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0
42305,La Talaudière,84,42,1,1,0,0,0,0,0,3,3,1,0,0,0,0,0,0
42306,Tarentaise,84,42,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
42307,Tartaras,84,42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
42308,La Terrasse-sur-Dorlay,84,42,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
42310,Thélis-la-Combe,84,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42311,La Tour-en-Jarez,84,42,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
42312,La Tourette,84,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42313,Trelins,84,42,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
42314,La Tuilière,84,42,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
42315,Unias,84,42,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
42316,Unieux,84,42,3,3,0,0,0,0,0,6,6,3,0,0,0,0,0,0
42317,Urbise,84,42,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
42318,Usson-en-Forez,84,42,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
42319,Valeille,84,42,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
42320,Valfleury,84,42,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
42321,La Valla-sur-Rochefort,84,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42322,La Valla-en-Gier,84,42,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
42323,Veauche,84,42,2,2,0,0,0,0,0,3,3,1,0,0,0,0,0,0
42324,Veauchette,84,42,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
42325,Vendranges,84,42,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
42326,Véranne,84,42,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
42327,Vérin,84,42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
42328,Verrières-en-Forez,84,42,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
42329,La Versanne,84,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42330,Villars,84,42,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
42331,Villemontais,84,42,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0
42332,Villerest,84,42,2,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0
42333,Villers,84,42,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
42334,Violay,84,42,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0
42335,Viricelles,84,42,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
42336,Virigneux,84,42,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
42337,Vivans,84,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42338,Vougy,84,42,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0
42339,Chausseterre,84,42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
43001,Agnat,84,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43002,Aiguilhe,84,43,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
43003,Allègre,84,43,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
43004,Alleyrac,84,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43005,Alleyras,84,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43006,Ally,84,43,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
43007,Araules,84,43,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0
43008,Arlempdes,84,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43009,Arlet,84,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43010,Arsac-en-Velay,84,43,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
43011,Aubazat,84,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43012,Aurec-sur-Loire,84,43,1,1,0,0,0,0,0,2,2,1,0,0,0,0,0,0
43013,Vissac-Auteyrac,84,43,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
43014,Autrac,84,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43015,Auvers,84,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43016,Auzon,84,43,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
43017,Azérat,84,43,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
43018,Bains,84,43,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0
43019,Barges,84,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43020,Bas-en-Basset,84,43,1,1,0,0,0,0,0,2,2,1,0,0,0,0,0,0
43021,Beaulieu,84,43,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0
43022,Beaumont,84,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43023,Beaune-sur-Arzon,84,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43024,Beaux,84,43,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
43025,Beauzac,84,43,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0
43026,Bellevue-la-Montagne,84,43,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
43027,Berbezit,84,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43028,Bessamorel,84,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43029,La Besseyre-Saint-Mary,84,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43030,Blanzac,84,43,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
43031,Blassac,84,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43032,Blavozy,84,43,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
43033,Blesle,84,43,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
43034,Boisset,84,43,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
43035,Bonneval,84,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43036,Borne,84,43,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
43037,Le Bouchet-Saint-Nicolas,84,43,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
43038,Bournoncle-Saint-Pierre,84,43,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
43039,Le Brignon,84,43,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
43040,Brioude,84,43,3,3,0,0,0,0,0,4,4,1,0,0,0,0,0,0
43041,Brives-Charensac,84,43,1,1,0,0,0,0,0,3,3,1,0,0,0,0,0,0
43042,Cayres,84,43,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
43043,Céaux-d'Allègre,84,43,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
43044,Cerzat,84,43,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
43045,Ceyssac,84,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43046,Chadrac,84,43,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
43047,Chadron,84,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43048,La Chaise-Dieu,84,43,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
43049,Chamalières-sur-Loire,84,43,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
43050,Chambezon,84,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43051,Le Chambon-sur-Lignon,84,43,1,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0
43052,Champagnac-le-Vieux,84,43,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
43053,Champclause,84,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43054,Chanaleilles,84,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43055,Chaniat,84,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43056,Chanteuges,84,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43057,La Chapelle-Bertin,84,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43058,La Chapelle-d'Aurec,84,43,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
43059,La Chapelle-Geneste,84,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43060,Charraix,84,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43061,Chaspinhac,84,43,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
43062,Chaspuzac,84,43,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
43063,Chassagnes,84,43,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
43064,Chassignolles,84,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43065,Chastel,84,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43066,Chaudeyrolles,84,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43067,Chavaniac-Lafayette,84,43,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
43068,Chazelles,84,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43069,Chenereilles,84,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43070,Chilhac,84,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43071,Chomelix,84,43,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
43072,La Chomette,84,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43073,Cistrières,84,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43074,Cohade,84,43,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
43075,Collat,84,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43076,Connangles,84,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43077,Costaros,84,43,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
43078,Coubon,84,43,1,1,0,0,0,0,0,3,3,1,0,0,0,0,0,0
43079,Couteuges,84,43,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
43080,Craponne-sur-Arzon,84,43,1,1,0,0,0,0,0,2,2,1,0,0,0,0,0,0
43082,Cronce,84,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43083,Cubelles,84,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43084,Cussac-sur-Loire,84,43,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
43085,Desges,84,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43086,Domeyrat,84,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43087,Dunières,84,43,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0
43088,Espalem,84,43,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
43089,Espaly-Saint-Marcel,84,43,1,1,0,0,0,0,0,2,2,1,0,0,0,0,0,0
43090,Esplantas-Vazeilles,84,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43091,Les Estables,84,43,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
43092,Fay-sur-Lignon,84,43,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
43093,Félines,84,43,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
43094,Ferrussac,84,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43095,Fix-Saint-Geneys,84,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43096,Fontannes,84,43,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
43097,Freycenet-la-Cuche,84,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43098,Freycenet-la-Tour,84,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43099,Frugerès-les-Mines,84,43,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
43100,Frugières-le-Pin,84,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43101,Goudet,84,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43102,Grazac,84,43,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
43103,Grenier-Montgon,84,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43104,Grèzes,84,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43105,Javaugues,84,43,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
43106,Jax,84,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43107,Josat,84,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43108,Jullianges,84,43,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
43109,Lafarre,84,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43110,Lamothe,84,43,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
43111,Landos,84,43,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
43112,Langeac,84,43,1,1,0,0,0,0,0,2,2,1,0,0,0,0,0,0
43113,Lantriac,84,43,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0
43114,Lapte,84,43,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0
43115,Laussonne,84,43,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0
43116,Laval-sur-Doulon,84,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43117,Lavaudieu,84,43,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
43118,Lavoûte-Chilhac,84,43,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
43119,Lavoûte-sur-Loire,84,43,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
43120,Lempdes-sur-Allagnon,84,43,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
43121,Léotoing,84,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43122,Lissac,84,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43123,Lorlanges,84,43,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
43124,Loudes,84,43,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
43125,Lubilhac,84,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43126,Malrevers,84,43,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
43127,Malvalette,84,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43128,Malvières,84,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43129,Le Mas-de-Tence,84,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43130,Mazet-Saint-Voy,84,43,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
43131,Mazerat-Aurouze,84,43,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
43132,Mazeyrat-d'Allier,84,43,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
43133,Mercoeur,84,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43134,Mézères,84,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43135,Le Monastier-sur-Gazeille,84,43,1,1,0,0,0,0,0,2,2,1,0,0,0,0,0,0
43136,Monistrol-d'Allier,84,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43137,Monistrol-sur-Loire,84,43,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0
43138,Monlet,84,43,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
43139,Montclard,84,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43140,Le Monteil,84,43,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
43141,Montfaucon-en-Velay,84,43,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0
43142,Montregard,84,43,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
43143,Montusclat,84,43,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
43144,Moudeyres,84,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43145,Ouides,84,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43147,Paulhac,84,43,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
43148,Paulhaguet,84,43,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
43149,Pébrac,84,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43150,Le Pertuis,84,43,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
43151,Pinols,84,43,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
43152,Polignac,84,43,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0
43153,Pont-Salomon,84,43,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
43154,Pradelles,84,43,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
43155,Prades,84,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43156,Présailles,84,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43157,Le Puy-en-Velay,84,43,3,3,0,0,0,0,0,14,13,10,0,0,0,0,0,0
43158,Queyrières,84,43,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
43159,Raucoules,84,43,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
43160,Rauret,84,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43162,Retournac,84,43,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0
43163,Riotord,84,43,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
43164,Roche-en-Régnier,84,43,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
43165,Rosières,84,43,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0
43166,Saint-André-de-Chalencon,84,43,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
43167,Saint-Arcons-d'Allier,84,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43168,Saint-Arcons-de-Barges,84,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
